1,0.0,-60,-60,120,&
2,0.0,30,-60,120,&
5,0.0,-30,-60,120
1,0.0,30,-60,120,&
2,0.0,-30,-60,120,&
5,0.0,60,-60,120
1,0.0,30,-20,100,&
2,0.0,-30,-20,100,&
5,0.0,60,-20,100
1,0.4,-60,-20,100,&
2,0.4,30,-20,100,&
5,0.4,-30,-20,100
1,0.4,-60,-30,120,&
2,0.4,30,-30,120,&
5,0.4,-30,-30,120
